order_item_id,order_id,product_id,quantity,unit_price
490,216,105,1,104.71
491,216,168,2,8.99
492,217,50,2,107.54
493,217,20,2,263.84
494,218,275,2,59.42
495,218,25,1,415.68
496,219,149,1,120.0
497,220,88,2,58.22
498,220,182,1,14.61
499,221,53,1,30.04
500,221,286,1,28.16
501,221,298,2,46.31
502,222,218,2,68.06
503,222,267,2,47.32
504,222,60,1,57.31
505,222,265,1,55.22
506,222,99,1,124.38
507,223,98,1,22.94
508,223,81,1,106.8
509,224,88,1,58.22
510,225,45,1,114.42
511,225,21,1,235.91
512,226,104,1,96.83
513,226,233,1,121.43
514,227,70,1,141.08
515,227,6,3,95.08
516,228,7,3,255.61
517,228,36,1,242.56
518,229,171,1,8.94
519,229,49,1,277.09
520,229,42,1,380.42
521,230,113,1,114.07
522,230,205,1,41.39
523,231,54,1,60.93
524,232,172,2,11.86
525,232,21,2,235.91
526,232,19,2,346.49
527,232,10,1,449.59
528,232,53,1,30.04
529,233,26,1,57.48
530,233,98,1,22.94
531,234,21,1,235.91
532,235,25,1,415.68
533,235,43,2,182.24
534,235,205,1,41.39
535,236,113,1,114.07
536,237,264,1,27.59
537,237,217,1,101.7
538,238,12,1,320.86
539,238,70,1,141.08
540,239,128,1,119.05
541,240,266,1,5.38
542,240,143,1,118.63
543,240,266,1,5.38
544,241,165,1,12.64
545,241,206,1,120.0
546,242,72,1,104.61
547,242,32,2,323.04
548,242,61,1,66.33
549,242,91,1,51.92
550,242,177,1,11.85
551,243,76,2,110.56
552,243,161,1,12.73
553,243,118,3,23.84
554,243,97,1,123.66
555,243,64,1,80.46
556,244,250,1,168.81
557,244,298,1,46.31
558,245,282,3,44.01
559,245,7,1,255.61
560,245,42,1,380.42
561,246,236,3,186.97
562,246,64,3,94.66
563,246,86,1,126.75
564,246,216,1,80.49
565,246,7,1,255.61
566,247,190,1,12.52
567,247,285,2,12.35
568,248,256,1,24.23
569,249,102,1,88.79
570,250,45,1,114.42
571,251,128,2,119.05
572,252,275,2,59.42
573,253,276,2,41.1
574,253,170,2,9.51
575,253,112,1,63.18
576,253,60,2,57.31
577,253,291,1,57.78
578,254,63,1,56.96
579,254,148,3,53.47
580,254,288,1,6.74
581,255,93,1,92.49
582,255,162,1,12.24
583,255,225,2,31.08
584,256,252,1,5.32
585,256,265,1,55.22
586,257,111,1,50.4
587,258,237,1,164.54
588,258,203,2,146.95
589,259,81,2,106.8
590,260,268,1,18.76
591,260,3,2,75.76
592,260,145,1,86.92
593,261,114,1,24.67
594,261,285,1,12.35
595,261,69,1,122.66
596,261,243,1,107.09
597,262,261,2,15.86
598,262,34,1,325.67
599,263,85,3,129.63
600,263,205,2,41.39
601,263,166,1,8.31
602,263,50,1,107.54
603,264,110,3,18.08
604,264,13,1,441.05
605,265,138,1,25.18
606,265,275,1,59.42
607,265,81,1,106.8
608,266,59,2,32.2
609,266,44,1,137.78
610,267,293,2,11.53
611,268,169,1,13.99
612,268,35,1,86.62
613,269,255,2,10.89
614,269,178,1,9.82
615,269,132,1,100.37
616,269,263,1,54.42
617,270,282,1,44.01
618,271,219,1,191.23
619,271,158,1,11.43
620,272,264,1,27.59
621,273,5,1,198.61
622,273,73,1,94.75
623,273,262,2,34.1
624,273,120,2,38.46
625,273,41,1,457.34
626,274,135,1,60.07
627,274,184,1,14.58
628,274,278,1,12.69
629,274,87,3,19.64
630,275,41,2,457.34
631,276,264,1,23.45
632,276,219,2,162.55
633,276,212,1,119.4
634,276,230,1,24.81
635,277,67,1,72.2
636,277,2,1,220.3
637,278,65,1,40.63
638,278,233,1,121.43
639,278,262,1,34.1
640,279,1,1,349.29
641,279,177,1,11.85
642,279,194,1,11.58
643,280,101,1,51.12
644,280,33,2,230.07
645,281,10,1,449.59
646,281,36,1,242.56
647,281,18,1,328.26
648,282,189,1,12.43
649,282,6,1,95.08
650,283,24,2,480.9
651,283,8,3,364.24
652,284,213,1,92.38
653,284,229,3,132.42
654,284,42,1,380.42
655,284,1,2,349.29
656,285,182,1,14.61
657,285,49,1,277.09
658,285,59,3,32.2
659,286,196,3,13.75
660,286,55,1,94.95
661,287,207,3,64.46
662,287,81,1,106.8
663,287,219,2,191.23
664,288,194,1,11.58
665,289,86,1,126.75
666,290,150,1,87.9
667,291,246,1,113.5
668,291,266,2,5.38
669,291,87,1,19.64
670,292,274,1,19.82
671,292,100,1,35.61
672,292,212,1,140.47
673,292,227,1,157.56
674,292,141,1,36.29
675,293,228,1,171.37
676,293,4,1,210.21
677,294,79,2,55.07
678,294,21,1,235.91
679,295,120,1,38.46
680,295,109,1,30.17
681,296,240,1,119.21
682,297,100,2,35.61
683,298,235,1,67.88
684,298,48,1,435.56
685,298,64,1,94.66
686,299,8,2,364.24
687,299,76,1,130.07
688,300,238,3,16.98
689,300,82,1,34.9
690,301,116,3,48.56
691,302,89,1,82.82
692,302,15,2,364.67
693,303,115,1,67.67
694,303,9,1,376.35
695,303,95,1,44.12
696,304,289,1,41.64
697,304,20,1,263.84
698,305,44,1,137.78
699,306,101,1,43.45
700,306,273,2,29.32
701,307,3,1,75.76
702,308,27,1,212.09
703,309,74,1,29.39
704,310,42,1,323.36
705,310,242,1,34.2
706,311,96,1,54.35
707,311,155,1,10.05
708,311,89,1,82.82
709,312,265,1,55.22
710,312,223,2,57.32
711,313,292,1,59.06
712,314,75,1,16.24
713,314,216,1,80.49
714,314,208,1,184.91
715,315,157,2,7.63
716,315,182,1,12.42
717,315,128,1,101.19
718,316,205,1,41.39
719,316,211,1,158.84
720,317,43,1,182.24
721,317,204,1,136.65
722,318,194,3,11.58
723,318,41,2,457.34
724,319,44,1,137.78
725,320,41,1,457.34
726,321,256,1,24.23
727,321,239,1,190.45
728,322,250,2,168.81
729,323,16,2,416.77
730,323,10,1,449.59
731,323,93,1,92.49
732,323,225,1,31.08
733,324,207,1,64.46
734,324,144,1,63.79
735,324,55,2,94.95
736,324,64,2,94.66
737,324,7,1,255.61
738,325,211,2,158.84
739,325,62,1,114.48
740,325,265,2,55.22
741,326,271,3,25.05
742,326,66,1,67.4
743,327,240,1,140.25
744,327,134,1,80.29
745,328,237,1,164.54
746,329,171,1,8.94
747,329,109,3,30.17
748,330,260,2,28.69
749,330,27,2,212.09
750,330,227,2,157.56
751,330,15,2,364.67
752,331,94,2,100.2
753,331,255,1,10.89
754,332,51,1,49.98
755,332,219,2,191.23
756,332,145,3,86.92
757,333,282,2,44.01
758,334,269,1,30.89
759,334,2,1,220.3
760,335,144,2,54.22
761,336,42,2,380.42
762,336,4,3,210.21
763,336,168,1,8.99
764,337,201,1,62.93
765,337,115,1,67.67
766,338,101,1,51.12
767,338,260,1,28.69
768,338,254,2,21.41
769,339,75,2,13.8
770,339,235,1,57.7
771,340,175,1,13.1
772,340,211,3,158.84
773,340,189,1,12.43
774,341,72,1,104.61
775,341,69,2,122.66
776,341,289,1,41.64
777,342,104,1,96.83
778,342,17,1,215.79
779,343,54,2,60.93
780,343,251,1,8.16
781,344,84,2,115.85
782,345,34,2,325.67
783,345,149,2,120.0
784,346,16,1,416.77
785,347,172,1,11.86
786,347,157,1,8.98
787,348,54,1,51.79
788,348,151,1,8.28
789,349,132,2,100.37
790,349,117,1,58.85
791,350,143,1,118.63
792,351,181,2,9.51
793,351,107,1,100.41
794,352,258,1,27.11
795,352,125,1,30.63
796,352,146,1,22.21
797,353,297,1,12.01
798,354,155,1,10.05
799,355,74,3,29.39
800,356,211,1,158.84
801,356,93,1,92.49
802,357,105,1,104.71
803,357,118,3,28.05
804,358,50,1,91.41
805,358,33,1,195.56
806,358,30,1,167.02
807,358,228,1,145.66
808,359,198,2,13.51
809,359,9,2,376.35
810,360,85,1,129.63
811,361,131,1,62.08
812,361,201,1,62.93
813,362,231,2,59.41
814,362,148,3,53.47
815,362,49,1,277.09
816,362,9,1,376.35
817,363,39,1,419.98
818,363,106,1,44.77
819,364,44,1,137.78
820,365,231,2,59.41
821,366,246,2,113.5
822,366,294,1,31.9
823,367,173,2,12.14
824,367,130,1,21.68
825,368,68,1,101.25
826,369,219,3,191.23
827,370,30,1,196.49
828,370,262,1,34.1
829,370,5,2,198.61
830,371,45,1,114.42
831,372,91,1,51.92
832,372,22,1,134.57
833,372,153,1,14.62
834,373,3,1,75.76
835,373,87,2,19.64
836,374,186,2,9.43
837,374,21,1,235.91
838,374,114,1,24.67
839,374,289,1,41.64
840,375,225,1,31.08
841,375,283,3,11.09
842,376,210,1,83.48
843,377,193,1,12.53
844,377,100,1,35.61
845,377,85,1,129.63
846,377,288,2,6.74
847,378,3,1,64.4
848,379,54,1,60.93
849,380,2,1,220.3
850,381,276,3,34.94
851,382,216,1,80.49
852,382,142,2,75.38
853,383,1,1,349.29
854,383,47,1,307.35
855,383,39,1,494.09
856,384,220,2,111.31
857,384,103,1,23.01
858,384,165,1,12.64
859,385,299,1,47.92
860,385,190,2,12.52
861,386,106,1,52.67
862,386,111,1,50.4
863,387,9,1,376.35
864,387,105,1,104.71
865,387,299,1,47.92
866,388,201,2,62.93
867,388,265,1,55.22
868,388,206,1,120.0
869,388,86,3,126.75
870,388,198,1,13.51
871,389,190,1,12.52
872,389,257,1,44.73
873,389,298,1,46.31
874,389,189,1,12.43
875,390,47,1,307.35
876,390,228,1,171.37
877,391,259,1,5.49
878,391,114,1,24.67
879,392,152,1,7.07
880,392,200,2,12.54
881,392,26,1,48.86
882,392,28,1,60.0
883,393,145,1,86.92
884,393,156,3,11.74
885,394,289,1,41.64
886,395,88,1,58.22
887,396,81,1,90.78
888,397,119,1,90.04
889,397,236,1,186.97
890,398,46,3,284.02
891,399,275,1,59.42
892,400,238,3,16.98
893,401,35,1,86.62
894,401,170,1,9.51
895,402,167,1,8.26
896,403,132,1,100.37
897,403,104,1,96.83
898,403,200,1,14.75
899,403,58,1,92.33
900,404,176,2,10.95
901,405,43,1,182.24
902,405,62,1,114.48
903,405,277,1,29.16
904,406,3,1,75.76
905,407,17,2,215.79
906,408,87,1,19.64
907,408,98,1,22.94
908,409,295,1,32.26
909,409,168,1,8.99
910,410,100,2,35.61
911,410,97,1,145.48
912,411,74,1,29.39
913,411,55,1,94.95
914,412,177,1,11.85
915,412,263,1,54.42
916,412,283,1,11.09
917,412,98,2,22.94
918,412,173,1,12.14
919,413,214,1,99.69
920,413,70,1,141.08
921,413,52,2,54.28
922,413,231,1,59.41
923,414,61,2,66.33
924,414,200,2,14.75
925,414,143,2,118.63
926,414,66,2,67.4
927,415,253,1,30.32
928,415,220,1,111.31
929,415,47,1,307.35
930,416,201,1,62.93
931,416,62,2,114.48
932,417,179,1,12.55
933,417,210,2,83.48
934,418,91,3,51.92
935,418,36,3,242.56
936,418,9,1,376.35
937,419,45,1,114.42
938,420,257,1,44.73
939,420,55,1,94.95
940,420,117,2,58.85
941,421,240,2,140.25
942,421,213,1,92.38
943,421,207,1,64.46
944,422,261,1,15.86
945,423,144,1,63.79
946,424,24,1,480.9
947,425,72,3,104.61
948,425,99,1,124.38
949,425,39,2,494.09
950,426,43,2,182.24
951,426,73,1,94.75
952,427,277,1,29.16
953,427,7,1,255.61
954,427,29,1,413.4
955,428,224,3,132.59
956,428,249,2,50.18
957,428,28,1,70.59
958,429,58,1,92.33
959,430,154,1,14.33
960,431,16,3,416.77
961,431,155,1,10.05
962,432,247,1,38.07
963,432,160,2,14.38
964,433,144,2,63.79
965,433,299,1,47.92
966,433,250,1,168.81
967,434,56,1,40.4
968,434,154,1,14.33
969,435,44,1,137.78
970,436,81,1,106.8
971,437,158,2,11.43
972,438,56,1,40.4
973,439,274,1,19.82
974,440,293,3,11.53
975,440,108,1,85.38
976,440,2,1,220.3
977,441,109,1,30.17
978,441,222,2,185.91
979,441,264,2,27.59
980,442,198,1,13.51
981,443,38,1,468.88
982,443,105,2,104.71
983,444,150,1,87.9
984,444,33,1,230.07
985,445,248,1,17.57
986,446,71,1,32.05
987,447,198,2,13.51
988,448,298,3,46.31
989,448,154,1,14.33
990,449,42,2,323.36
991,449,89,2,70.4
992,449,218,1,57.85
993,450,46,2,284.02
994,451,16,2,354.25
995,451,179,1,10.67
996,452,57,1,142.17
997,453,161,1,14.98
998,454,97,1,145.48
999,454,225,1,31.08
1000,455,216,1,80.49
1001,456,166,2,8.31
1002,456,180,2,9.14
1003,457,103,1,23.01
1004,457,56,1,40.4
1005,458,280,1,5.32
1006,458,86,1,126.75
1007,458,242,1,40.24
1008,458,221,1,147.92
1009,458,1,1,349.29
1010,459,240,1,140.25
1011,459,174,1,9.94
1012,459,89,1,82.82
1013,460,12,1,320.86
1014,460,116,1,48.56
1015,461,183,1,12.74
1016,461,28,1,70.59
1017,461,57,1,142.17
1018,462,115,3,67.67
1019,462,82,1,34.9
1020,462,35,2,86.62
1021,462,148,1,53.47
1022,463,196,2,13.75
1023,464,76,2,110.56
1024,465,44,1,117.11
1025,465,227,2,133.93
1026,465,162,1,10.4
1027,466,26,3,57.48
1028,466,214,2,99.69
1029,467,75,1,13.8
1030,467,138,1,21.4
1031,467,102,1,88.79
1032,468,35,1,86.62
1033,469,245,2,140.2
1034,470,300,3,26.99
1035,471,4,1,210.21
1036,471,168,1,8.99
1037,471,254,1,21.41
1038,472,111,1,50.4
1039,473,35,1,73.63
1040,473,200,3,12.54
1041,474,79,1,55.07
1042,474,247,1,38.07
1043,474,87,1,19.64
1044,475,11,3,112.49
1045,475,32,1,323.04
1046,476,273,1,34.5
1047,476,40,1,435.7
1048,476,1,1,349.29
1049,477,296,1,42.5
1050,477,257,3,44.73
1051,477,7,1,255.61
1052,478,112,2,63.18
1053,478,207,1,64.46
1054,478,77,1,57.65
1055,479,214,1,99.69
1056,480,126,1,92.48
1057,480,295,1,32.26
1058,481,32,1,323.04
1059,482,95,1,44.12
1060,483,134,1,80.29
1061,484,154,1,14.33
1062,485,100,1,35.61
1063,485,95,1,44.12
1064,485,266,1,5.38
1065,486,18,3,279.02
1066,486,91,1,44.13
1067,486,300,3,22.94
1068,487,245,2,140.2
1069,488,217,2,101.7
1070,489,46,3,284.02
1071,489,176,2,10.95
1072,489,35,1,86.62
1073,489,117,1,58.85
1074,490,65,1,40.63
1075,490,100,1,35.61
1076,490,100,2,35.61
1077,491,240,1,140.25
1078,491,145,1,86.92
1079,491,88,1,58.22
1080,492,148,1,53.47
1081,492,295,1,32.26
1082,492,150,2,87.9
1083,493,83,1,53.26
1084,493,264,3,27.59
1085,493,128,1,119.05
1086,493,109,1,30.17
1087,494,212,1,140.47
1088,494,192,1,11.95
1089,494,218,1,68.06
1090,494,197,1,10.21
1091,494,227,1,157.56
1092,495,51,1,49.98
1093,495,142,2,75.38
1094,496,118,1,23.84
1095,496,252,1,4.52
1096,496,99,1,105.72
1097,497,156,1,11.74
1098,497,228,1,171.37
1099,498,187,1,12.41
1100,499,155,2,8.54
1101,499,121,1,21.11
1102,500,41,1,388.74
1103,500,112,1,53.7
1104,501,90,1,107.96
1105,502,162,1,12.24
1106,503,278,1,12.69
1107,503,237,1,164.54
1108,504,5,1,198.61
1109,504,149,1,120.0
1110,505,220,1,111.31
1111,505,160,1,14.38
1112,505,94,1,100.2
1113,506,244,1,141.75
1114,507,107,3,118.13
1115,508,53,1,30.04
1116,508,224,2,132.59
1117,508,16,2,416.77
1118,508,40,3,435.7
1119,509,52,1,54.28
1120,509,99,2,124.38
1121,510,289,1,41.64
1122,510,281,2,53.6
1123,510,266,1,5.38
1124,511,64,1,94.66
1125,511,31,1,249.94
1126,511,30,1,196.49
1127,511,113,1,114.07
1128,511,238,1,16.98
1129,512,269,2,26.26
1130,512,176,1,9.31
1131,513,138,1,25.18
1132,513,45,1,114.42
1133,514,278,1,12.69
1134,515,2,3,220.3
1135,515,84,1,115.85
1136,516,26,1,57.48
1137,516,78,2,125.18
1138,516,22,1,134.57
1139,516,228,3,171.37
1140,517,97,1,145.48
1141,517,95,1,44.12
1142,517,290,2,57.16
1143,518,268,1,18.76
1144,518,292,1,59.06
1145,519,282,1,44.01
1146,519,46,2,284.02
1147,520,45,1,114.42
1148,520,22,2,134.57
1149,521,94,2,100.2
1150,521,146,3,22.21
